x,y
-0.11882555345973694,0.34812238845195176
-0.11445844323634141,0.3501578138039842
-0.11003301163488072,0.35205467585488515
-0.1055580761751829,0.35382586828959245
-0.10104067151567468,0.355482924557724
-0.09648663488738125,0.35703623841225895
-0.0919009790359331,0.3584952408322415
-0.08728802824123691,0.3598685650170927
-0.08265152604703331,0.3611641076274549
-0.07799472285556275,0.3623890857733597
-0.07332043210815815,0.36355008865826216
-0.0686310783872604,0.3646531207996672
-0.0639287421286082,0.36570364166378605
-0.05921520179628672,0.36670660071763633
-0.05449197376986248,0.3676664775069417
-0.049760350924480404,0.3685873256291196
-0.04502143643207367,0.3694728138242196
-0.040276172938714654,0.37032626300161686
-0.03552536734368838,0.3711506789355853
-0.03076971165201625,0.37194878096377554
-0.026009800475949935,0.37272302739035157
-0.021246145754776884,0.37347563841414216
-0.016479211126866698,0.3742086173165066
-0.011709514003884161,0.37492376125005805
-0.006937405231754026,0.3756226682103066
-0.0021631485470269703,0.37630677970445897
0.002613025304031537,0.37697740113414363
0.007390913870821547,0.3776357158036856
0.012170339010176813,0.37828279756209926
0.016951143527210544,0.37891962196012957
0.021733188366676544,0.37954707590655423
0.026516350272617346,0.38016596593073576
0.031300519832437416,0.3807770252617943
0.03608559982527077,0.38138091999454926
0.04087150380463849,0.3819782546190501
0.04565815485970791,0.38256957714816187
0.050445484514741346,0.383155384001448
0.055233431740795154,0.38373612471517005
0.060023205153202655,0.38430269702631487
0.06481785620980408,0.38482813793211
0.06961631302520427,0.3853173566528501
0.07441781424555112,0.38577468744277704
0.07922181319751699,0.38620385247904426
0.08402790437581487,0.38660801659131877
0.08883577391381031,0.3869898745253438
0.09364516881238312,0.3873517395864262
0.09845587875238059,0.38769561990830614
0.10326772550905576,0.3880232785755459
0.10808055658941511,0.3883362787692211
0.11289424105758283,0.38863601697099937
0.1177086664448647,0.388923747467552
0.12252373621018627,0.3892006008662754
0.12733936752683067,0.3894675986002932
0.13215548931946905,0.38972566473443787
0.13697204053288087,0.38997563588540773
0.1417889686269501,0.390218269745943
0.1466062282882322,0.3904542525189718
0.1514237803401815,0.3906842054755315
0.1562415908279137,0.39090869080698887
0.16105963025043563,0.39112821688743443
0.16587787291453215,0.39134324331711984
0.17069629639296593,0.3915541852243247
0.1755148810646277,0.3917614174875504
0.1803336097220029,0.39196527866688613
0.1851524672361976,0.39216607465754993
0.18997144027141294,0.39236408204617135
0.19479051704225497,0.3925595511492617
0.19960968710805366,0.3927527087224712
0.20442894119892255,0.39294376034464523
0.20924827106874894,0.39313289249775124
0.21406766937059588,0.39332027437826494
0.21888712955027137,0.3935060594847113
0.22370664575439567,0.3936903870283216
0.22852621275013052,0.39387338320941623
0.23334582585448965,0.39405516239267435
0.2381654808716815,0.39423582820241115
0.24298517403741995,0.3944154745471839
0.24780490196962646,0.3945941865738256
0.25262466162519026,0.3947720415457507
0.25744445026235213,0.3949491096392183
0.2622642654080848,0.3951254546534023
0.2670841048298412,0.3953011346342772
0.27190396651110044,0.395476202417136
0.2767238486300645,0.39565070609685593
0.2815437495407856,0.3958246894379885
0.2863636677561567,0.3959981922378385
0.2911836019288197,0.3961712509051799
0.29600355081184104,0.3963438995913631
0.3008235132279227,0.39651617025626507
0.30564348811895015,0.39668809169103014
0.31046347453645085,0.3968596897503611
0.3152834716323034,0.3970309875959875
0.32010347865026645,0.39720200592890975
0.32492349491846256,0.39737276319708476
0.3297435198428795,0.3975432757711767
0.33456355290197937,0.397713558084648
