x,y
-0.39200747025284477,-0.4008531765491185
-0.38899283579714267,-0.40113445827875355
-0.3854755645743966,-0.40071037962767986
-0.3817806723625652,-0.39971802056867606
-0.3797531060853961,-0.3988295028837628
-0.3793891356477158,-0.3985576363051797
-0.3790440560080445,-0.3983339395651617
-0.3787183196278156,-0.39814569876443623
-0.3784117656616494,-0.39798430899416715
-0.37662104173895833,-0.3973318045462847
-0.37484968569657257,-0.39659977675368496
-0.3731039053472032,-0.3957905627337382
-0.37138764417291015,-0.3949115673849664
-0.36970356465932475,-0.393968258559161
-0.3680536262848452,-0.39296474327230196
-0.3664394496006601,-0.39190416289472035
-0.362740707930444,-0.3891210522649029
-0.35926792072354036,-0.3857621668053171
-0.35801468707165846,-0.3842340893293297
-0.35683803255122865,-0.38272336257722106
-0.3557005162216672,-0.3811852249243633
-0.35460552209285096,-0.37961672353755194
-0.3535583396387763,-0.37801317017335084
-0.35256215728195006,-0.3763742009151457
-0.35161961456364493,-0.37470075752314663
-0.350732855426661,-0.37299451301509845
-0.34990361288611377,-0.37125752426098585
-0.34913329739379695,-0.3694920281128615
-0.34842307286346275,-0.3677003285634319
-0.3477739155239257,-0.36588473898515694
-0.3471866559930712,-0.36404755403386124
-0.3466620082535351,-0.36219104181401107
-0.34620058776343543,-0.3603174375520984
-0.34580292111895394,-0.35842892963500894
-0.34546945014988645,-0.35652762940995125
-0.3452005343792105,-0.3546159918444784
-0.3449964779187426,-0.35269634105497233
-0.3448575141246043,-0.3507708807117213
-0.3447838012688341,-0.34884181933848213
-0.3447754227449529,-0.34691136847482484
-0.3448322990170932,-0.34498174071733195
-0.34513979687685314,-0.3402607539275427
-0.3456258501550118,-0.3354570928096581
-0.3460695544359765,-0.3306612796503021
-0.34596721350872445,-0.32579433067419383
-0.34537622280922053,-0.320952417145429
-0.3446554788617372,-0.31767913202703146
-0.3443040648843622,-0.31646844802790763
-0.344004046850865,-0.3147840305853137
-0.34329204914180445,-0.31004673827345447
-0.3421386891888871,-0.30535348330326006
-0.34062194692475695,-0.30083647670143293
-0.3389036123871418,-0.2968130344623786
-0.33772962005330026,-0.29440800884383517
-0.3362847782980417,-0.29115981294499377
-0.33477047939371896,-0.2868995273344644
-0.3326862910937186,-0.2827744528300291
-0.3302795321144083,-0.2787896667665741
-0.3274994849763061,-0.27497044547745075
-0.324499838381875,-0.2712350553827926
-0.3214095098505684,-0.2675495528293489
-0.31824958950481064,-0.2639228386040031
-0.31502582072400626,-0.2603500273215531
-0.31174404710152054,-0.25682715085506885
-0.3084100720623831,-0.25335059245095415
-0.30502942764112734,-0.24991687061534967
-0.301607255513416,-0.2465226041913089
-0.29814822283110337,-0.2431645203580431
-0.2946564923328484,-0.23983949247709832
-0.2911357371037809,-0.23654457475723828
-0.28758918364764247,-0.2332770217838815
-0.2840196639788898,-0.23003429651261056
-0.28042966741241715,-0.22681406934462484
-0.27682138735956807,-0.2236142112773603
-0.2731967614818812,-0.22043278364621488
-0.26955750534731393,-0.2172680261509633
-0.26590514056796316,-0.21411834412896782
-0.26224101860173515,-0.21098229555868897
-0.2585663412545029,-0.20785857805204727
-0.25488217863302903,-0.20474601604433118
-0.2511894850096272,-0.20164354841717858
-0.24748911284219188,-0.19855021681526924
-0.24378182673291862,-0.19546515489905877
-0.24006831825907282,-0.19238757910084814
-0.23634920107713284,-0.18931678045558634
-0.2326250251024256,-0.18625211644064513
-0.22889628541962642,-0.18319300467247723
-0.22516342774968695,-0.18013891760727768
-0.2214268531906208,-0.17708937787649545
-0.2176869224378629,-0.1740439540503732
-0.21394395964583962,-0.17100225666563768
-0.21019825603258321,-0.16796393442068644
-0.20645007326783943,-0.16492867051340596
-0.20269964663694373,-0.16189617915223448
-0.19894718794809138,-0.15886620229799758
-0.19519288815017483,-0.1558385066931012
-0.19143691964332105,-0.15281288121546135
-0.1876794382830595,-0.14978913456886223
-0.1839205850953804,-0.14676709329761534
-0.18016048773381801,-0.14374660009398296
-0.17639926172214296,-0.14072751235076764
-0.17263701153491537,-0.13770970089928058
-0.1688738315687087,-0.13469304886945221
